GC_Content	Count	Library
66	1866468.5	V03_DN_R2_rmphix_fastqc
67	1820206.5	V03_DN_R2_rmphix_fastqc
68	1729680.0	V03_DN_R2_rmphix_fastqc
69	1598627.0	V03_DN_R2_rmphix_fastqc
70	1435836.5	V03_DN_R2_rmphix_fastqc
71	1248936.5	V03_DN_R2_rmphix_fastqc
72	1048501.5	V03_DN_R2_rmphix_fastqc
73	850339.5	V03_DN_R2_rmphix_fastqc
74	668951.5	V03_DN_R2_rmphix_fastqc
75	509576.0	V03_DN_R2_rmphix_fastqc
76	376523.5	V03_DN_R2_rmphix_fastqc
77	269668.5	V03_DN_R2_rmphix_fastqc
78	187366.0	V03_DN_R2_rmphix_fastqc
79	127331.0	V03_DN_R2_rmphix_fastqc
80	84433.0	V03_DN_R2_rmphix_fastqc
81	54833.5	V03_DN_R2_rmphix_fastqc
82	35184.0	V03_DN_R2_rmphix_fastqc
83	22054.0	V03_DN_R2_rmphix_fastqc
84	13315.0	V03_DN_R2_rmphix_fastqc
85	7886.5	V03_DN_R2_rmphix_fastqc
86	4474.5	V03_DN_R2_rmphix_fastqc
87	2492.5	V03_DN_R2_rmphix_fastqc
88	1333.5	V03_DN_R2_rmphix_fastqc
89	709.0	V03_DN_R2_rmphix_fastqc
90	384.0	V03_DN_R2_rmphix_fastqc
91	215.0	V03_DN_R2_rmphix_fastqc
92	121.5	V03_DN_R2_rmphix_fastqc
93	55.5	V03_DN_R2_rmphix_fastqc
94	25.5	V03_DN_R2_rmphix_fastqc
95	15.5	V03_DN_R2_rmphix_fastqc
96	9.5	V03_DN_R2_rmphix_fastqc
97	14.0	V03_DN_R2_rmphix_fastqc
98	34.0	V03_DN_R2_rmphix_fastqc
99	13049.5	V03_DN_R2_rmphix_fastqc
100	48081.5	V03_DN_R2_rmphix_fastqc
0	13.0	V05_DN_R1_rmphix_fastqc
1	8.0	V05_DN_R1_rmphix_fastqc
2	5.0	V05_DN_R1_rmphix_fastqc
3	9.0	V05_DN_R1_rmphix_fastqc
4	9.5	V05_DN_R1_rmphix_fastqc
5	12.5	V05_DN_R1_rmphix_fastqc
6	27.5	V05_DN_R1_rmphix_fastqc
7	38.5	V05_DN_R1_rmphix_fastqc
8	43.5	V05_DN_R1_rmphix_fastqc
9	58.5	V05_DN_R1_rmphix_fastqc
10	107.0	V05_DN_R1_rmphix_fastqc
11	162.5	V05_DN_R1_rmphix_fastqc
12	205.5	V05_DN_R1_rmphix_fastqc
13	282.0	V05_DN_R1_rmphix_fastqc
14	422.0	V05_DN_R1_rmphix_fastqc
15	660.5	V05_DN_R1_rmphix_fastqc
16	981.0	V05_DN_R1_rmphix_fastqc
17	1408.0	V05_DN_R1_rmphix_fastqc
18	1986.0	V05_DN_R1_rmphix_fastqc
19	2816.5	V05_DN_R1_rmphix_fastqc
20	3916.0	V05_DN_R1_rmphix_fastqc
21	5349.5	V05_DN_R1_rmphix_fastqc
22	7427.0	V05_DN_R1_rmphix_fastqc
